Date,Titre,Candidat,lien
05/02/19,VIDEO - Macky Sall annonce la construction du pont de Rosso - Leral,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-annonce-la-construction-du-pont-de-Rosso_a242593.html
05/02/19,Video-Campagne présidentielle 2019: Youssou NDOUR fait danser ...,Macky Sall,https://www.leral.net/Video-Campagne-presidentielle-2019-Youssou-NDOUR-fait-danser-Macky-SALL-a-SAINT-LOUIS_a242500.html
05/02/19,VIDEO - Macky Sall annonce la construction du pont de Rosso - Leral,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-annonce-la-construction-du-pont-de-Rosso_a242593.html
05/02/19,Campagne électorale: Macky Sall fait le plein à Walo - Leral,Macky Sall,https://www.leral.net/Campagne-electorale-Macky-Sall-fait-le-plein-a-Walo_a242576.html
05/02/19,"Abdoulaye Wade ""prédit"" la victoire de Macky Sall ( Exclusivité leral )",Macky Sall,https://www.leral.net/Abdoulaye-Wade-predit-la-victoire-de-Macky-Sall-Exclusivite-leral_a242574.html
05/02/19,Revivez les temps forts du passage de la caravane de Macky Sall à ...,Macky Sall,https://www.leral.net/Revivez-les-temps-forts-du-passage-de-la-caravane-de-Macky-Sall-a-Ross-Bethio_a242600.html
05/02/19,VIDEO: Modou Lô au meeting de Macky Sall à Dagana - Leral,Macky Sall,https://www.leral.net/VIDEO-Modou-Lo-au-meeting-de-Macky-Sall-a-Dagana_a242568.html
05/02/19,Photos : les images de l'accueil de Macky Sall à Richard-Toll - Leral,Macky Sall,https://www.leral.net/Photos-les-images-de-l-accueil-de-Macky-Sall-a-Richard-Toll_a242559.html
05/02/19,"VIDEO- Après Saint-Louis, Macky Sall en route vers Matam - Leral",Macky Sall,https://www.leral.net/VIDEO-Apres-Saint-Louis-Macky-Sall-en-route-vers-Matam_a242529.html
05/02/19,"Vidéo - Abdoul Mbaye : ""Pendant 7 ans, Macky Sall a soumis les pans ...",Macky Sall,https://www.leral.net/Video-Abdoul-Mbaye-Pendant-7-ans-Macky-Sall-a-soumis-les-pans-de-la-justice-a-ses-objectif-politiques_a242548.html
05/02/19,VIDEO- Réalisation: Macky Sall fait mieux que les autres présidents,Macky Sall,https://www.leral.net/VIDEO-Realisation-Macky-Sall-fait-mieux-que-les-autres-presidents_a242575.html
05/02/19,Photos : Ndoye Bane a accueilli en fanfare Macky Sall à Pire Gourèye,Macky Sall,https://www.leral.net/Photos-Ndoye-Bane-a-accueilli-en-fanfare-Macky-Sall-a-Pire-Goureye_a242526.html
05/02/19,VIDEO - Richard-Toll : Macky Sall promet la réouverture de l'usine Socas,Macky Sall,https://www.leral.net/VIDEO-Richard-Toll-Macky-Sall-promet-la-reouverture-de-l-usine-Socas_a242591.html
05/02/19,VIDEO - Macky Sall: 'le pont de Rosso sera érigé très vite' - Leral,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-le-pont-de-Rosso-sera-erige-tres-vite_a242592.html
05/02/19,VIDEO - Les monts et merveilles de Macky Sall à Podor - Leral,Macky Sall,https://www.leral.net/VIDEO-Les-monts-et-merveilles-de-Macky-Sall-a-Podor_a242595.html
05/02/19,Vidéo: Sidiki Kaba décortique la nouvelle politique d'assainissement ...,Macky Sall,https://www.leral.net/Video-Sidiki-Kaba-decortique-la-nouvelle-politique-d-assainissement-de-Macky-Sall_a242571.html
05/02/19,Macky Sall pêche un maire de Malick Gackou - Leral,Macky Sall,https://www.leral.net/Macky-Sall-peche-un-maire-de-Malick-Gackou_a242530.html
05/02/19,"BARAYA s'adresse à Macky SALL : « Xamone ngani yagg yagg, danu ...",Macky Sall,https://www.leral.net/BARAYA-s-adresse-a-Macky-SALL-Xamone-ngani-yagg-yagg-danu-dadje-_a242537.html
05/02/19,Louga: Macky Sall raille Me Wade et adoube Abdou Diouf - Leral,Macky Sall,https://www.leral.net/Louga-Macky-Sall-raille-Me-Wade-et-adoube-Abdou-Diouf_a242509.html
05/02/19,Richard-Toll : Macky Sall promet la réouverture de l'usine Socas - Leral,Macky Sall,https://www.leral.net/Richard-Toll-Macky-Sall-promet-la-reouverture-de-l-usine-Socas_a242594.html
05/02/19,VIDEO- Campagne électorale: Macky Sall fait le plein au Walo - Leral,Macky Sall,https://www.leral.net/VIDEO-Campagne-electorale-Macky-Sall-fait-le-plein-au-Walo_a242576.html
05/02/19,VIDEO - Macky Sall veut faire du désenclavement de Podor une ...,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-veut-faire-du-desenclavement-de-Podor-une-priorite-s-il-obtient-un-second-mandat_a242597.html
06/02/19,Présidentielle : Revivez les temps forts du meeting du candidat Macky ...,Macky Sall,https://www.leral.net/Presidentielle-Revivez-les-temps-forts-du-meeting-du-candidat-Macky-Sall-a-Matam_a242684.html
06/02/19,"Macky Sall à Matam, très touché par la perte d'un de ses militants....",Macky Sall,https://www.leral.net/Macky-Sall-a-Matam-tres-touche-par-la-perte-d-un-de-ses-militants_a242680.html
06/02/19,Présidentielle : Revivez les temps forts du meeting du candidat Macky ...,Macky Sall,https://www.leral.net/Presidentielle-Revivez-les-temps-forts-du-meeting-du-candidat-Macky-Sall-a-Matam_a242684.html
06/02/19,Macky Sall promet la construction d'un aéroport international à ... - Leral,Macky Sall,https://www.leral.net/Macky-Sall-promet-la-construction-d-un-aeroport-international-a-Ourossogui_a242683.html
06/02/19,Ndongo Ndiaye Ministre Conseiller très touché par les témoignages ...,Macky Sall,https://www.leral.net/Ndongo-Ndiaye-Ministre-Conseiller-tres-touche-par-les-temoignages-de-Macky-Sall_a242679.html
06/02/19,"Vidéo - Le Ministre Diene Farba Sarr : ""Cette grande réalisation de ...",Macky Sall,https://www.leral.net/Video-Le-Ministre-Diene-Farba-Sarr-Cette-grande-realisation-de-Macky-Sall-dans-l-Habitat-senegalais_a242603.html
06/02/19,"Ouzin Keïta répond au PUR : ""C'est Macky Sall qui a réalisé Ila Touba ...",Macky Sall,https://www.leral.net/Ouzin-Keita-repond-au-PUR-C-est-Macky-Sall-qui-a-realise-Ila-Touba-et-c-est-Marieme-Faye-qui-aide-les-malades-senegalais_a242630.html
06/02/19,"Vidéo- Au meeting du Pur, Ouzin Keïta chante Macky Sall et échappe ...",Macky Sall,https://www.leral.net/Video-Au-meeting-du-Pur-Ouzin-Keita-chante-Macky-Sall-et-echappe-de-peu-au-lynchage_a242604.html
06/02/19,Vidéo - Macky Sall gifle l'opposition à Dagana avec une mobilisation ...,Macky Sall,https://www.leral.net/Video-Macky-Sall-gifle-l-opposition-a-Dagana-avec-une-mobilisation-monstre_a242609.html
06/02/19,"SIMON: "" Participation à Wallu Askan Wi, Macky Sall boude Y'en a ...",Macky Sall,https://www.leral.net/SIMON-Participation-a-Wallu-Askan-Wi-Macky-Sall-boude-Y-en-a-marre_a242672.html
06/02/19,"VIDEO - Kilfeu de ""Y en a Marre"" tacle Macky Sall et déchire son PSE",Macky Sall,https://www.leral.net/VIDEO-Kilfeu-de-Y-en-a-Marre-tacle-Macky-Sall-et-dechire-son-PSE_a242677.html
07/02/19,"Vidéo - Diène Farba Sarr : ""Le Président Macky Sall a trouvé cette ...",Macky Sall,https://www.leral.net/Video-Diene-Farba-Sarr-Le-President-Macky-Sall-a-trouve-cette-idee-geniale-de-creer-la-ville-nouvelle-de-Diamniadio_a242701.html
07/02/19,Macky Sall se maintient toujours en tête des tendances sur le Web,Macky Sall,https://www.leral.net/Macky-Sall-se-maintient-toujours-en-tete-des-tendances-sur-le-Web_a242748.html
07/02/19,VIDEO - Anniversaire décès: Macky Sall rend hommage à Cheikh ...,Macky Sall,https://www.leral.net/VIDEO-Anniversaire-deces-Macky-Sall-rend-hommage-a-Cheikh-Anta-Diop-et-promet-de_a242772.html
07/02/19,Macky Sall refuse de répondre aux «gesticulations» de Me Wade - Leral,Macky Sall,https://www.leral.net/Macky-Sall-refuse-de-repondre-aux-gesticulations-de-Me-Wade_a242705.html
07/02/19,Macky Sall dans le Boundou: « la réhabilitation du chemin de fer ...,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-dans-le-Boundou-la-rehabilitation-du-chemin-de-fer-Dakar-Kidira-Bamako-est-l-une-des-priorites-pour-le_a242774.html
07/02/19,Le premier discours d'Abdoulaye Wade de retour à Dakar « Macky ...,Macky Sall,https://www.leral.net/Le-premier-discours-d-Abdoulaye-Wade-de-retour-a-Dakar-Macky-Sall-khawma-bann-facon-niit-la-dey-fe-en-waxoul-degg-_a242771.html
07/02/19,Meeting de Macky Sall: Doudou Ndiaye Mbengue humilié - Leral,Macky Sall,https://www.leral.net/Meeting-de-Macky-Sall-Doudou-Ndiaye-Mbengue-humilie_a242723.html
07/02/19,URGENT : Malick Noël Seck vote Macky Sall - Leral,Macky Sall,https://www.leral.net/URGENT-Malick-Noel-Seck-vote-Macky-Sall_a242749.html
07/02/19,"VIDEO - Bruno d'Erneville à Macky Sall : ""C'est Ousmane Sonko qui ...",Macky Sall,https://www.leral.net/VIDEO-Bruno-d-Erneville-a-Macky-Sall-C-est-Ousmane-Sonko-qui-est-dans-le-coeur-des-Senegalais_a242735.html
07/02/19,VIDEO - Kaolack : Le Comité électoral de Sam promet de réélire ...,Macky Sall,https://www.leral.net/VIDEO-Kaolack-Le-Comite-electoral-de-Sam-promet-de-reelire-Macky-Sall-a-80_a242737.html
07/02/19,VAR : Ce que Malick Noël Seck disait de Macky Sall sur le « Wax ...,Macky Sall,https://www.leral.net/VAR-Ce-que-Malick-Noel-Seck-disait-de-Macky-Sall-sur-le-Wax-Waxeett-et-la-transhumance_a242750.html
07/02/19,Macky Sall se maintient toujours en tête des tendances sur le Web,Macky Sall,https://www.leral.net/Macky-Sall-se-maintient-toujours-en-tete-des-tendances-sur-le-Web_a242748.html
07/02/19,VIDEO - Anniversaire décès: Macky Sall rend hommage à Cheikh ...,Macky Sall,https://www.leral.net/VIDEO-Anniversaire-deces-Macky-Sall-rend-hommage-a-Cheikh-Anta-Diop-et-promet-de_a242772.html
07/02/19,Macky Sall refuse de répondre aux «gesticulations» de Me Wade - Leral,Macky Sall,https://www.leral.net/Macky-Sall-refuse-de-repondre-aux-gesticulations-de-Me-Wade_a242705.html
07/02/19,Macky Sall dans le Boundou: « la réhabilitation du chemin de fer ...,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-dans-le-Boundou-la-rehabilitation-du-chemin-de-fer-Dakar-Kidira-Bamako-est-l-une-des-priorites-pour-le_a242774.html
07/02/19,Le premier discours d'Abdoulaye Wade de retour à Dakar « Macky ...,Macky Sall,https://www.leral.net/Le-premier-discours-d-Abdoulaye-Wade-de-retour-a-Dakar-Macky-Sall-khawma-bann-facon-niit-la-dey-fe-en-waxoul-degg-_a242771.html
07/02/19,Meeting de Macky Sall: Doudou Ndiaye Mbengue humilié - Leral,Macky Sall,https://www.leral.net/Meeting-de-Macky-Sall-Doudou-Ndiaye-Mbengue-humilie_a242723.html
07/02/19,URGENT : Malick Noël Seck vote Macky Sall - Leral,Macky Sall,https://www.leral.net/URGENT-Malick-Noel-Seck-vote-Macky-Sall_a242749.html
07/02/19,"VIDEO - Bruno d'Erneville à Macky Sall : ""C'est Ousmane Sonko qui ...",Macky Sall,https://www.leral.net/VIDEO-Bruno-d-Erneville-a-Macky-Sall-C-est-Ousmane-Sonko-qui-est-dans-le-coeur-des-Senegalais_a242735.html
07/02/19,VIDEO - Kaolack : Le Comité électoral de Sam promet de réélire ...,Macky Sall,https://www.leral.net/VIDEO-Kaolack-Le-Comite-electoral-de-Sam-promet-de-reelire-Macky-Sall-a-80_a242737.html
07/02/19,VAR : Ce que Malick Noël Seck disait de Macky Sall sur le « Wax ...,Macky Sall,https://www.leral.net/VAR-Ce-que-Malick-Noel-Seck-disait-de-Macky-Sall-sur-le-Wax-Waxeett-et-la-transhumance_a242750.html
07/02/19,VAR : Ce que Malick Noël Seck disait de Macky Sall sur le « Wax ...,Macky Sall,https://www.leral.net/VAR-Ce-que-Malick-Noel-Seck-disait-de-Macky-Sall-sur-le-Wax-Waxeett-et-la-transhumance_a242750.html
07/02/19,Allô Président : Mame Diarra Fam appelle Macky Sall et l'apostrophe ...,Macky Sall,https://www.leral.net/Allo-President-Mame-Diarra-Fam-appelle-Macky-Sall-et-l-apostrophe-en-italien_a242722.html
07/02/19,"VIDEO - Idy à Porokhane: ""Macky Sall n'accorde pas d'importance à l ...",Macky Sall,https://www.leral.net/VIDEO-Idy-a-Porokhane-Macky-Sall-n-accorde-pas-d-importance-a-l-enseignement-coranique_a242761.html
07/02/19,Moussa Sow grand artisan de l'accueil populaire de Macky Sall à ...,Macky Sall,https://www.leral.net/Moussa-Sow-grand-artisan-de-l-accueil-populaire-de-Macky-Sall-a-Madina-Ndiathbe-dans-le-Fouta_a242718.html
07/02/19,"Vidéo : Mahammed Boun Abdallah Dionne : ""Pourquoi Macky Sall est ...",Macky Sall,https://www.leral.net/Video-Mahammed-Boun-Abdallah-Dionne-Pourquoi-Macky-Sall-est-le-meilleur-des-candidats_a242695.html
07/02/19,VIDEO - Louga: La population de Nguer Malal promet de réélire ...,Macky Sall,https://www.leral.net/VIDEO-Louga-La-population-de-Nguer-Malal-promet-de-reelire-Macky-Sall-et-expose-ses-doleances_a242700.html
07/02/19,VIDEO - Marché Ocass de Touba: Les commerçants roulent pour ...,Macky Sall,https://www.leral.net/VIDEO-Marche-Ocass-de-Touba-Les-commercants-roulent-pour-Macky-Sall_a242762.html
07/02/19,"Thiat : « Quiconque appelle au boycott de la présidentielle, est avec ...",Macky Sall,https://www.leral.net/Thiat-Quiconque-appelle-au-boycott-de-la-presidentielle-est-avec-Macky-Sall_a242704.html
08/02/19,Goudiry expose sa misère à Macky Sall - Leral,Macky Sall,https://www.leral.net/Goudiry-expose-sa-misere-a-Macky-Sall_a242791.html
08/02/19,"Macky Sall à Goudiry: « Atteignez la barre de 75% minimum, après je ...",Macky Sall,https://www.leral.net/Macky-Sall-a-Goudiry-Atteignez-la-barre-de-75-minimum-apres-je-vous-donnerai-satisfaction_a242806.html
08/02/19,Goudiry expose sa misère à Macky Sall - Leral,Macky Sall,https://www.leral.net/Goudiry-expose-sa-misere-a-Macky-Sall_a242791.html
08/02/19,"Reçu par le khalife à Touba, Wade traite Macky Sall de voleur - Leral",Macky Sall,https://www.leral.net/Recu-par-le-khalife-a-Touba-Wade-traite-Macky-Sall-de-voleur_a242837.html
08/02/19,Allô Président : Farba Ngom appelle Macky Sall et se plaint de ... - Leral,Macky Sall,https://www.leral.net/Allo-President-Farba-Ngom-appelle-Macky-Sall-et-se-plaint-de-Ousmane-Sonko_a242808.html
08/02/19,"VIDEO - Oumar Guèye: "" Macky Sall est le président de l'Émergence """,Macky Sall,https://www.leral.net/VIDEO-Oumar-Gueye-Macky-Sall-est-le-president-de-l-Emergence_a242786.html
08/02/19,"VIDEO - Mamadou Lamine Diallo : ""Dagnouy fène*, Macky Sall ne m'a ...",Macky Sall,https://www.leral.net/VIDEO-Mamadou-Lamine-Diallo-Dagnouy-fene-Macky-Sall-ne-m-a-jamais-promis-le-poste-de-ministre-des-Finances_a242800.html
08/02/19,Me Abatalib Guèye tacle Macky Sall - Leral,Macky Sall,https://www.leral.net/Me-Abatalib-Gueye-tacle-Macky-Sall_a242789.html
09/02/19,VIDEO - Tambacounda: Macky Sall annonce la construction d'une ...,Macky Sall,https://www.leral.net/VIDEO-Tambacounda-Macky-Sall-annonce-la-construction-d-une-grande-universite_a242849.html
09/02/19,VIDEO - Kolda: Quand Macky Sall se compare à Abdoulaye Wade,Macky Sall,https://www.leral.net/VIDEO-Kolda-Quand-Macky-Sall-se-compare-a-Abdoulaye-Wade_a242904.html
09/02/19,VIDEO - Kolda: Quand Macky Sall se compare à Abdoulaye Wade,Macky Sall,https://www.leral.net/VIDEO-Kolda-Quand-Macky-Sall-se-compare-a-Abdoulaye-Wade_a242904.html
09/02/19,Temps forts de la visite de Macky Sall à Vélingara - Leral,Macky Sall,https://www.leral.net/Temps-forts-de-la-visite-de-Macky-Sall-a-Velingara_a242901.html
09/02/19,Réélection de Macky Sall au 1er tour : Le « mouvement Dantel ... - Leral,Macky Sall,https://www.leral.net/Reelection-de-Macky-Sall-au-1er-tour-Le-mouvement-Dantel-emergent-porte-le-combat_a242883.html
09/02/19,Pour une grande victoire de Macky Sall: Les jeunes de l'Ucs lancent l ...,Macky Sall,https://www.leral.net/Pour-une-grande-victoire-de-Macky-Sall-Les-jeunes-de-l-Ucs-lancent-l-operation-Casamance-nioo-ko-ress_a242889.html
09/02/19,Entretien avec Barthélémy Dias: «Ce que Macky Sall cherche de nous ...,Macky Sall,https://www.leral.net/Entretien-avec-Barthelemy-Dias-Ce-que-Macky-Sall-cherche-de-nous-c-est-qu-on-renonce-qu-on-abdique_a242884.html
09/02/19,VIDEO : Regardez la caravane exceptionnelle de Macky Sall dans le ...,Macky Sall,https://www.leral.net/VIDEO-Regardez-la-caravane-exceptionnelle-de-Macky-Sall-dans-le-departement-de-Velingara_a242906.html
09/02/19,VIDEO - Vélingara : Macky Sall promet un hôpital de niveau 2 avec un ...,Macky Sall,https://www.leral.net/VIDEO-Velingara-Macky-Sall-promet-un-hopital-de-niveau-2-avec-un-bloc-operatoire_a242903.html
09/02/19,VIDEO - Latmingué: Elhadji Malick Guèye promet de faire réélire ...,Macky Sall,https://www.leral.net/VIDEO-Latmingue-Elhadji-Malick-Gueye-promet-de-faire-reelire-Macky-Sall_a242887.html
10/02/19,"Moustapha Bâ, DG du Budget : «Dès 2012, le Président Macky Sall ...",Macky Sall,https://www.leral.net/Moustapha-Ba-DG-du-Budget-Des-2012-le-President-Macky-Sall-avait-hisse-le-taux-de-croissance-de-18-a-51_a242919.html
10/02/19,Macky Sall présente ses condoléances à la Gendarmerie nationale et ...,Macky Sall,https://www.leral.net/Macky-Sall-presente-ses-condoleances-a-la-Gendarmerie-nationale-et-aux-familles-eplorees_a242929.html
10/02/19,"Moustapha Bâ : « Le bilan du septennat du président Macky Sall, est ...",Macky Sall,https://www.leral.net/Moustapha-Ba-Le-bilan-du-septennat-du-president-Macky-Sall-est-inattaquable-sur-le-plan-de-l-inclusion-sociale_a242925.html
10/02/19,VIDEO : Sangalkam en marche pour la réélection du Macky Sall dès le ...,Macky Sall,https://www.leral.net/VIDEO-Sangalkam-en-marche-pour-la-reelection-du-Macky-Sall-des-le-1er-tour_a242911.html
10/02/19,VIDEO - Campagne électorale : Revivez les temps forts du candidat ...,Macky Sall,https://www.leral.net/VIDEO-Campagne-electorale-Revivez-les-temps-forts-du-candidat-Macky-Sall-a-Kolda_a242905.html
11/02/19,VIDEO: Les temps forts de l'accueil de Macky Sall à Bignona - Leral,Macky Sall,https://www.leral.net/VIDEO-Les-temps-forts-de-l-accueil-de-Macky-Sall-a-Bignona_a242956.html
11/02/19,VIDEO - Fabouly Gaye: « Macky Sall peut gagner l'élection ... - Leral,Macky Sall,https://www.leral.net/VIDEO-Fabouly-Gaye-Macky-Sall-peut-gagner-l-election-presidentielle-avec-un-taux-assez-important_a242952.html
11/02/19,VIDEO - Revivez les temps forts de l'accueil de Macky Sall à Sédhiou,Macky Sall,https://www.leral.net/VIDEO-Revivez-les-temps-forts-de-l-accueil-de-Macky-Sall-a-Sedhiou_a242959.html
11/02/19,"VIDEO - Niang Xaragne Lô, le snappeur de Macky Sall se donne en ...",Macky Sall,https://www.leral.net/VIDEO-Niang-Xaragne-Lo-le-snappeur-de-Macky-Sall-se-donne-en-spectacle-et-offre-des-liasses-de-francs-CFA_a243001.html
11/02/19,Macky Sall : « Nous devons tous travailler pour la paix définitive en ...,Macky Sall,https://www.leral.net/Macky-Sall-Nous-devons-tous-travailler-pour-la-paix-definitive-en-Casamance_a242999.html
11/02/19,"VIDEO - Macky Sall à Bignona, « Jamais en Casamance, nous n ...",Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-a-Bignona-Jamais-en-Casamance-nous-n-avions-connu-une-telle-stabilite-economique-une-paix-aussi_a242932.html
11/02/19,Allô Président : Yaya Jammeh appelle Macky Sall et tombe sur ... - Leral,Macky Sall,https://www.leral.net/Allo-President-Yaya-Jammeh-appelle-Macky-Sall-et-tombe-sur-Amadou-Sall-qui-le-menace_a242957.html
11/02/19,VIDEO - Macky Sall promet de traîner Wade en justice ? - Leral,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-promet-de-trainer-Wade-en-justice_a243011.html
11/02/19,Macky Sall sur la mort d'Ibou Diop à Tamba: « C'est la résultante de l ...,Macky Sall,https://www.leral.net/Macky-Sall-sur-la-mort-d-Ibou-Diop-a-Tamba-C-est-la-resultante-de-l-appel-a-la-violence-prone-par-certains-responsables_a242991.html
11/02/19,"Vidéo - El Hadj Hamidou Kassé: ""Sur le terrain, Macky Sall a une ...",Macky Sall,https://www.leral.net/Video-El-Hadj-Hamidou-Kasse-Sur-le-terrain-Macky-Sall-a-une-longueur-d-avance-par-rapport-aux-autres-candidats_a242980.html
11/02/19,La déclaration de guerre d'Abdoul Mbaye à Macky Sall,Macky Sall,https://www.leral.net/La-declaration-de-guerre-d-Abdoul-Mbaye-a-Macky-Sall_a242955.html
11/02/19,VIDEO - Sédhiou : Macky Sall annonce la construction d'un nouvel ...,Macky Sall,https://www.leral.net/VIDEO-Sedhiou-Macky-Sall-annonce-la-construction-d-un-nouvel-hopital-regional_a242933.html
11/02/19,"S'il est réélu, Macky Sall promet une audience aux imams de Sédhiou",Macky Sall,https://www.leral.net/S-il-est-reelu-Macky-Sall-promet-une-audience-aux-imams-de-Sedhiou_a242948.html
11/02/19,VIDEO - Ngourane déroule tapis rouge à Macky Sall - Leral,Macky Sall,https://www.leral.net/VIDEO-Ngourane-deroule-tapis-rouge-a-Macky-Sall_a242963.html
12/02/19,Allô Président : Karim Wade appelle Macky Sall et fait du dagassanté !,Macky Sall,https://www.leral.net/Allo-President-Karim-Wade-appelle-Macky-Sall-et-fait-du-dagassante-_a243060.html
12/02/19,"Vidéo - Mamadou Diop Decroix : ""Au soir du 24 février, Macky Sall ne ...",Macky Sall,https://www.leral.net/Video-Mamadou-Diop-Decroix-Au-soir-du-24-fevrier-Macky-Sall-ne-sera-plus-president-la-jeunesse-l-a-rejete_a243028.html
12/02/19,"Photos : Balla Gaye 2, le nouveau ""lion"" de Macky Sall - Leral",Macky Sall,https://www.leral.net/Photos-Balla-Gaye-2-le-nouveau-lion-de-Macky-Sall_a243052.html
12/02/19,"VIDEO - Macky Sall : ""On va aménager et moderniser l'aéroport du ...",Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-On-va-amenager-et-moderniser-l-aeroport-du-Cap-Skirring_a243057.html
12/02/19,VIDEO - Porokhane: Quand Macky Sall se recueille au mausolée de ...,Macky Sall,https://www.leral.net/VIDEO-Porokhane-Quand-Macky-Sall-se-recueille-au-mausolee-de-Mame-Sokhna-Diarra_a243092.html
12/02/19,"Balla Gaye 2 : « Tout ce que Macky Sall a promis, il l'a réalisé » - Leral",Macky Sall,https://www.leral.net/Balla-Gaye-2-Tout-ce-que-Macky-Sall-a-promis-il-l-a-realise_a243033.html
12/02/19,VIDEO : Balla Gaye 2 danse pour Macky Sall en Casamance et vote ...,Macky Sall,https://www.leral.net/VIDEO-Balla-Gaye-2-danse-pour-Macky-Sall-en-Casamance-et-vote-pour-un-second-mandat_a243029.html
12/02/19,VIDEO - Macky Sall à Oussouye : « Je sais que vous me portez dans ...,Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-a-Oussouye-Je-sais-que-vous-me-portez-dans-vos-coeurs_a243040.html
12/02/19,Macky Sall à Moustapha Niasse: «Yaw bokk nga thi mag yi nangnou ...,Macky Sall,https://www.leral.net/Macky-Sall-a-Moustapha-Niasse-Yaw-bokk-nga-thi-mag-yi-nangnou-ndogalou-Yalla-_a243094.html
12/02/19,VIDEO : Balla Gaye 2 danse pour Macky Sall en Casamance et vote ...,Macky Sall,https://www.leral.net/VIDEO-Balla-Gaye-2-danse-pour-Macky-Sall-en-Casamance-et-vote-pour-un-second-mandat_a243029.html
12/02/19,Macky Sall à Moustapha Niasse: «Yaw bokk nga thi mag yi nangnou ...,Macky Sall,https://www.leral.net/Macky-Sall-a-Moustapha-Niasse-Yaw-bokk-nga-thi-mag-yi-nangnou-ndogalou-Yalla-_a243094.html
12/02/19,Balla Gaye 2 dans le cortège de Macky Sall en Casamance - Leral,Macky Sall,https://www.leral.net/Balla-Gaye-2-dans-le-cortege-de-Macky-Sall-en-Casamance_a243020.html
12/02/19,Macky Sall: « Le département de Bounkiling sera bientôt autosuffisant ...,Macky Sall,https://www.leral.net/Macky-Sall-Le-departement-de-Bounkiling-sera-bientot-autosuffisant-en-riz-et-pourra-meme-vendre-aux-autres-departements_a243095.html
12/02/19,Photos : les images de l'accueil de Macky Sall à Richard-Toll - Leral,Macky Sall,https://www.leral.net/Photos-les-images-de-l-accueil-de-Macky-Sall-a-Richard-Toll_a242559.html
12/02/19,Allô Président : Karim Wade appelle Macky Sall et fait du daguassanté !,Macky Sall,https://www.leral.net/Allo-President-Karim-Wade-appelle-Macky-Sall-et-fait-du-daguassante-_a243060.html
12/02/19,VIDEO - Les temps forts de Macky Sall au Cap Skiring avec la ... - Leral,Macky Sall,https://www.leral.net/VIDEO-Les-temps-forts-de-Macky-Sall-au-Cap-Skiring-avec-la-prestation-des-freres-Toure-Kounda_a243059.html
12/02/19,VIDEO - Goudomp: Macky Sall promet d'accélérer la mise en oeuvre ...,Macky Sall,https://www.leral.net/VIDEO-Goudomp-Macky-Sall-promet-d-accelerer-la-mise-en-oeuvre-du-PSE2-pour-2019-2024_a243093.html
13/02/19,"VIDEO - Sanekh, Jojo et Cheikhouna s'engagent aux côtés de Macky ...",Macky Sall,https://www.leral.net/VIDEO-Sanekh-Jojo-et-Cheikhouna-s-engagent-aux-cotes-de-Macky-Sall_a243176.html
13/02/19,Sérigne Mamoune Niass prédit la victoire de Macky Sall - Leral,Macky Sall,https://www.leral.net/Serigne-Mamoune-Niass-predit-la-victoire-de-Macky-Sall_a243177.html
13/02/19,"Sanekh, Jojo et Cheikhouna s'engagent au coté de Macky Sall - Leral",Macky Sall,https://www.leral.net/Sanekh-Jojo-et-Cheikhouna-s-engagent-au-cote-de-Macky-Sall_a243176.html
13/02/19,"VIDEO - Théodore Cherif Monteil :""Je suis persuadé que Macky Sall ...",Macky Sall,https://www.leral.net/VIDEO-Theodore-Cherif-Monteil-Je-suis-persuade-que-Macky-Sall-sera-reelu-au-soir-du-24-fevrier_a243162.html
13/02/19,VIDEO - Abdoulaye Mountaga Niass prédit la victoire de Macky Sall à ...,Macky Sall,https://www.leral.net/VIDEO-Abdoulaye-Mountaga-Niass-predit-la-victoire-de-Macky-Sall-a-Kaolack_a243160.html
13/02/19,Macky Sall à Kaolack: « Nous n'allons pas accepter que des gens ...,Macky Sall,https://www.leral.net/Macky-Sall-a-Kaolack-Nous-n-allons-pas-accepter-que-des-gens-viennent-bruler-le-pays_a243138.html
13/02/19,"VIDEO - Macky Sall à Nioro:""J'ai peur que mes adversaires n ... - Leral",Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-a-Nioro-J-ai-peur-que-mes-adversaires-n-abandonnent-le-combat-avant-le-24-fevrier_a243154.html
13/02/19,"VIDEO- Mor Dia, responsable APR à Ndoulo : ""Bou Macky Sall paré ...",Macky Sall,https://www.leral.net/VIDEO-Mor-Dia-responsable-APR-a-Ndoulo-Bou-Macky-Sall-pare-Marieme-Faye-moy-done-souniou-Presidente-_a243157.html
13/02/19,"VIDEO - Macky Sall à Nioro : ""J'ai peur que mes adversaires ... - Leral",Macky Sall,https://www.leral.net/VIDEO-Macky-Sall-a-Nioro-J-ai-peur-que-mes-adversaires-abandonnent-le-combat-avant-le-24-fevrier_a243154.html
